Date/Time_x,Ticker_x,Alert,BearBreak,Buy_ATR,Buy_BB,Buy_EW,Buy_LR,Buy_ZZ,Close_x,DnBars,Downtrend Length,FromHigh,FromLow,LR_LC,LR_MC,LR_UC,Mega Sellby Larger Wave_x,NumberOfTickers,Pattern,PercentileRank,Rank,S1,SCTR,SL_x,UpBars,Uptrend Length,hh,ll,myShort,Buy,Primary_Key,Ticker_y,Date/Time_y,Close_y,SL_y,Mega Buy by Larger Wave ,Mega Sellby Larger Wave_y,Short_SL,Call,Status
2024-09-27,BRAWN.BO,1.0,,,BB,,,,19.74,,,1.0,0.0,,,,,3563.0,_DC,29.14,2525.0,5.47,1.44,,,,24.32,17.56,,BB_DC,BRAWN.BO_2024-09-27,BRAWN.BO,2024-09-27,20,17.56,19.24,,24.32,Long,Open
2024-09-27,BRIGHTBR.BO,1.0,,,,EW,,,307.0,,,4.0,4.0,,,,,3563.0,_UC,92.39,272.0,4.92,51.48,290.0,,,333.45,133.75,,EW_UC,BRIGHTBR.BO_2024-09-27,BRIGHTBR.BO,2024-09-27,303,133.75,294.36,,333.0,Long,Open
2024-09-27,CALSOFT.NS,0.0,,,,EW,,,23.0,,,2.0,0.0,,,,,3563.0,_BW,75.91,859.0,3.76,24.61,21.3,,,28.02,15.8,,EW_BW,CALSOFT.NS_2024-09-27,CALSOFT.NS,2024-09-27,23,15.8,21.72,,28.02,Long,Open
2024-09-27,CENLUB.BO,1.0,,,,EW,,,462.0,,,0.0,0.0,,,,,3563.0,_UC,58.98,1462.0,5.84,14.39,436.55,,,491.6,343.55,,EW_UC,CENLUB.BO_2024-09-27,CENLUB.BO,2024-09-27,497,343.55,451.46,,491.6,Long,Open
2024-09-27,CHAMBLFERT.NS,0.0,,,BB,EW,,ZZ,525.0,0.0,18.0,14.0,14.0,516.48,524.18,531.88,,3563.0,_DC,77.26,811.0,3.62,25.86,473.75,5.0,5.0,542.5,473.75,,EWBB_DC,CHAMBLFERT.NS_2024-09-27,CHAMBLFERT.NS,2024-09-27,548,473.75,515.72,,532.9,Long,Open
2024-09-27,CLIOINFO.BO,1.0,,,,EW,,,6.0,,,0.0,9.0,,,,,3563.0,_DC,38.52,2191.0,5.39,5.35,5.76,,,7.28,5.76,,EW_DC,CLIOINFO.BO_2024-09-27,CLIOINFO.BO,2024-09-27,6,5.92,6.08,,7.13,Long,Open
2024-09-27,DYNAMATECH.NS,1.0,,ATR,,EW,,,8088.0,,,0.0,0.0,,,,,3563.0,_UC,61.82,1361.0,10.03,15.69,7330.0,,,8261.4,6400.0,,ATREW_UC,DYNAMATECH.NS_2024-09-27,DYNAMATECH.NS,2024-09-27,8110,6400.0,7629.49,,8261.4,Long,Open
2024-09-27,EXIDEIND.NS,1.0,,ATR,,EW,LR,ZZ,497.0,0.0,66.0,0.0,1.0,476.99,487.28,497.58,,3563.0,_DC,78.05,783.0,6.8,26.38,454.05,6.0,6.0,620.35,454.05,,ATREWLR_DC,EXIDEIND.NS_2024-09-27,EXIDEIND.NS,2024-09-27,512,454.05,477.64,,500.4,Long,Open
2024-09-27,FCSSOFT.NS,1.0,,,BB,EW,,,4.0,,,0.0,0.0,,,,,3563.0,_DC,37.03,2244.0,12.36,4.7,3.32,,,3.92,3.32,,EWBB_DC,FCSSOFT.NS_2024-09-27,FCSSOFT.NS,2024-09-27,4,3.54,3.52,,3.92,Long,Open
2024-09-27,GARWSYN.BO,1.0,,,BB,EW,,,26.0,,,0.0,0.0,,,,,3563.0,_W,75.77,864.0,5.83,24.55,25.18,,,36.35,25.18,,EWBB_W,GARWSYN.BO_2024-09-27,GARWSYN.BO,2024-09-27,29,26.84,25.5,,36.35,Long,Open
2024-09-27,GEOJITFSL.NS,1.0,,,,EW,,,155.0,,,1.0,1.0,,,,,3563.0,_DC,95.09,176.0,4.99,65.33,146.63,,,177.0,98.31,,EW_DC,GEOJITFSL.NS_2024-09-27,GEOJITFSL.NS,2024-09-27,167,98.31,151.7,,177.0,Long,Open
2024-09-27,GRPLTD.NS,1.0,,,,EW,,,3266.0,,,0.0,0.0,,,,,3563.0,_BW,88.6,407.0,6.88,41.12,2931.0,,,4815.15,2931.0,,EW_BW,GRPLTD.NS_2024-09-27,GRPLTD.NS,2024-09-27,3271,3045.25,3266.1,,3266.1,Long,Open
2024-09-27,HOCL.BO,0.0,,,BB,,,,47.7,,,1.0,1.0,,,,,3563.0,_DT,40.82,2109.0,1.01,6.23,,,,62.7,43.0,,BB_DT,HOCL.BO_2024-09-27,HOCL.BO,2024-09-27,46,43.0,,48.65,49.19,Short,Close
2024-09-27,INCREDIBLE.BO,1.0,,,,EW,,,46.0,,,0.0,7.0,,,,,3563.0,_DC,52.3,1700.0,4.41,11.17,44.13,,,63.0,44.13,,EW_DC,INCREDIBLE.BO_2024-09-27,INCREDIBLE.BO,2024-09-27,45,45.05,45.31,,50.4,Long,Open
2024-09-27,INDORAMA.NS,1.0,,,,EW,,,50.0,,,2.0,2.0,,,,,3563.0,_UC,60.47,1409.0,7.31,15.11,47.92,,,59.5,42.22,,EW_UC,INDORAMA.NS_2024-09-27,INDORAMA.NS,2024-09-27,49,42.22,48.95,,51.75,Long,Open
2024-09-27,INDRENEW.BO,0.0,,,,EW,,,13.0,,,1.0,2.0,,,,,3563.0,_DC,13.03,3099.0,3.61,-17.29,12.05,,,19.09,11.99,,EW_DC,INDRENEW.BO_2024-09-27,INDRENEW.BO,2024-09-27,13,11.99,12.24,,13.62,Long,Open
2024-09-27,KAMADGIRI.BO,1.0,,,,EW,,ZZ,88.0,0.0,14.0,0.0,0.0,85.4,89.03,92.66,,3563.0,_UC,57.8,1504.0,4.9,13.86,82.0,13.0,13.0,92.9,61.35,,EW_UC,KAMADGIRI.BO_2024-09-27,KAMADGIRI.BO,2024-09-27,96,61.35,83.44,,92.9,Long,Open
2024-09-27,KCPSUGIND.NS,1.0,,,BB,EW,,,56.0,,,2.0,1.0,,,,,3563.0,_DC,82.57,622.0,6.88,31.06,52.01,,,61.4,31.05,,EWBB_DC,KCPSUGIND.NS_2024-09-27,KCPSUGIND.NS,2024-09-27,57,31.05,54.48,,55.88,Long,Open
2024-09-27,KEYCORP.BO,1.0,,ATR,,,,,272.85,,,2.0,0.0,,,,,3563.0,_UC,96.86,113.0,4.9,86.34,,,,333.95,137.85,,ATR_UC,KEYCORP.BO_2024-09-27,KEYCORP.BO,2024-09-27,298,137.85,265.16,,333.95,Long,Open
2024-09-27,KORE.BO,1.0,,,,EW,,,7.0,,,0.0,0.0,,,,,3563.0,_BW,22.4,2765.0,4.68,-2.29,6.0,,,7.02,6.0,,EW_BW,KORE.BO_2024-09-27,KORE.BO,2024-09-27,7,6.06,6.28,,7.02,Long,Open
2024-09-27,LEENEE.BO,1.0,,ATR,BB,EW,,,12.0,,,5.0,2.0,,,,,3563.0,_DC,52.36,1698.0,8.65,11.19,10.77,,,13.39,10.5,,ATREWBB_DC,LEENEE.BO_2024-09-27,LEENEE.BO,2024-09-27,12,10.5,11.15,,12.3,Long,Open
2024-09-27,LERTHAI.BO,,,,,EW,,,445.0,,,0.0,,,,,,3563.0,_BW,10.86,3176.0,,,424.2,,,490.0,424.2,,EW_BW,LERTHAI.BO_2024-09-27,LERTHAI.BO,2024-09-27,491,429.0,445.4,,490.0,Long,Open
2024-09-27,MANORAMA.BO,1.0,,,BB,EW,,ZZ,839.0,0.0,25.0,5.0,1.0,814.45,835.41,856.36,,3563.0,_DC,93.99,215.0,7.49,59.33,752.2,6.0,6.0,926.95,752.2,,EWBB_DC,MANORAMA.BO_2024-09-27,MANORAMA.BO,2024-09-27,827,752.2,824.47,,852.9,Long,Open
2024-09-27,MARIS.BO,1.0,,,,EW,,,40.0,,,4.0,1.0,,,,,3563.0,_DC,34.17,2346.0,8.71,3.54,37.0,,,59.98,35.9,,EW_DC,MARIS.BO_2024-09-27,MARIS.BO,2024-09-27,40,35.9,38.2,,40.0,Long,Open
2024-09-27,NATPLASTI.BO,1.0,,,BB,EW,,,393.0,,,0.0,0.0,,,,,3563.0,_DC,30.01,2494.0,5.75,1.95,352.05,,,477.5,352.05,,EWBB_DC,NATPLASTI.BO_2024-09-27,NATPLASTI.BO,2024-09-27,391,362.0,373.01,,393.0,Long,Open
2024-09-27,NBCC.NS,1.0,,,,EW,,,177.0,,,0.0,0.0,,,,,3563.0,_DC,76.87,825.0,6.36,25.49,168.0,,,209.75,168.0,,EW_DC,NBCC.NS_2024-09-27,NBCC.NS,2024-09-27,180,169.21,171.95,,179.4,Long,Open
2024-09-27,NDASEC.BO,0.0,,,,EW,,,40.0,,,2.0,1.0,,,,,3563.0,_W,14.43,3049.0,3.63,-11.93,37.5,,,44.29,33.8,,EW_W,NDASEC.BO_2024-09-27,NDASEC.BO,2024-09-27,44,33.8,40.06,,42.65,Long,Open
2024-09-27,NECCLTD.NS,1.0,,,,EW,,,31.0,,,0.0,0.0,,,,,3563.0,_DC,51.91,1714.0,6.48,11.01,28.9,,,44.44,28.9,,EW_DC,NECCLTD.NS_2024-09-27,NECCLTD.NS,2024-09-27,32,30.0,29.44,,33.9,Long,Open
2024-09-27,NETLINK.BO,1.0,,ATR,,EW,,ZZ,156.0,0.0,18.0,3.0,0.0,146.52,152.05,157.58,,3563.0,_W,71.81,1005.0,10.29,21.87,140.8,3.0,3.0,170.0,140.8,,ATREW_W,NETLINK.BO_2024-09-27,NETLINK.BO,2024-09-27,158,130.5,146.04,,156.95,Long,Open
2024-09-27,ORIENTHOT.NS,1.0,,ATR,,EW,,ZZ,182.0,0.0,12.0,0.0,0.0,171.19,177.8,184.4,,3563.0,_UC,85.04,534.0,6.07,34.31,168.23,9.0,9.0,192.2,123.4,,ATREW_UC,ORIENTHOT.NS_2024-09-27,ORIENTHOT.NS,2024-09-27,176,123.4,174.22,,192.2,Long,Open
2024-09-27,PALREDTEC.NS,1.0,,ATR,,EW,,,137.0,,,0.0,0.0,,,,,3563.0,_UC,69.37,1092.0,18.7,20.26,89.01,,,141.1,84.16,,ATREW_UC,PALREDTEC.NS_2024-09-27,PALREDTEC.NS,2024-09-27,128,84.16,118.95,,141.1,Long,Open
2024-09-27,PANACEABIO.NS,1.0,,ATR,,,,,286.26,,,1.0,0.0,,,,,3563.0,_UC,95.23,171.0,10.57,66.94,,,,367.27,130.0,,ATR_UC,PANACEABIO.NS_2024-09-27,PANACEABIO.NS,2024-09-27,316,130.0,266.53,,367.27,Long,Open
2024-09-27,PFIZER.NS,1.0,,ATR,,EW,,,5830.0,,,0.0,0.0,,,,,3563.0,_UC,67.52,1158.0,8.95,18.9,5380.0,,,6451.15,5380.0,,ATREW_UC,PFIZER.NS_2024-09-27,PFIZER.NS,2024-09-27,5563,5397.6,5534.19,,5885.6,Long,Open
2024-09-27,PGHL.NS,1.0,,ATR,BB,EW,,ZZ,5527.0,0.0,28.0,0.0,0.0,5336.9,5437.61,5538.33,,3563.0,_DC,54.97,1605.0,6.23,12.43,5051.15,6.0,6.0,5566.0,5051.15,,ATREWBB_DC,PGHL.NS_2024-09-27,PGHL.NS,2024-09-27,5537,5051.15,5307.29,,5566.0,Long,Open
2024-09-27,PIGL.NS,1.0,,,,EW,,ZZ,172.0,0.0,15.0,2.0,0.0,168.89,171.36,173.82,,3563.0,_DC,96.38,130.0,4.68,81.64,160.0,3.0,3.0,192.0,65.15,,EW_DC,PIGL.NS_2024-09-27,PIGL.NS,2024-09-27,189,65.15,171.66,,171.66,Long,Open
2024-09-27,PRIYALT.BO,1.0,,,,EW,,ZZ,19.0,0.0,13.0,0.0,0.0,18.67,19.36,20.04,,3563.0,_BW,69.46,1089.0,6.17,20.32,17.0,10.0,10.0,20.63,11.9,,EW_BW,PRIYALT.BO_2024-09-27,PRIYALT.BO,2024-09-27,19,11.9,18.22,,20.63,Long,Open
2024-09-27,PUNJABCHEM.NS,1.0,,,BB,EW,LR,,1260.0,,,0.0,6.0,,,,,3563.0,_DC,58.39,1483.0,4.01,14.11,1188.05,,,1575.0,1188.05,,EWBBLR_DC,PUNJABCHEM.NS_2024-09-27,PUNJABCHEM.NS,2024-09-27,1275,1190.1,1229.98,,1280.0,Long,Open
2024-09-27,RASIELEC.BO,1.0,,,BB,,,ZZ,41.05,0.0,13.0,4.0,1.0,37.75,39.57,41.4,,3563.0,_DC,88.38,415.0,10.89,40.79,,6.0,6.0,45.24,22.3,,BB_DC,RASIELEC.BO_2024-09-27,RASIELEC.BO,2024-09-27,39,22.3,,41.55,42.5,Short,Close
2024-09-27,REFEX.NS,1.0,,,BB,,,ZZ,573.75,0.0,8.0,0.0,0.0,543.26,562.43,581.6,,3563.0,_UC,98.62,50.0,20.85,164.86,,5.0,5.0,580.7,124.25,,BB_UC,REFEX.NS_2024-09-27,REFEX.NS,2024-09-27,544,124.25,,565.77,580.7,Short,Close
2024-09-27,RITESHIN.BO,1.0,,ATR,BB,EW,,ZZ,30.0,0.0,33.0,0.0,0.0,26.82,28.38,29.93,,3563.0,_W,56.32,1557.0,12.83,13.08,25.87,7.0,7.0,32.13,25.87,,ATREWBB_W,RITESHIN.BO_2024-09-27,RITESHIN.BO,2024-09-27,38,25.87,28.14,,32.13,Long,Open
2024-09-27,RKEC.NS,1.0,,,,EW,,,124.0,,,1.0,0.0,,,,,3563.0,_UC,66.17,1206.0,6.74,17.99,113.5,,,133.0,107.75,,EW_UC,RKEC.NS_2024-09-27,RKEC.NS,2024-09-27,127,107.75,120.67,,133.0,Long,Open
2024-09-27,ROSELABS.BO,0.0,,,,EW,,,28.0,,,2.0,2.0,,,,,3563.0,_W,28.97,2531.0,3.43,1.38,25.65,,,35.0,25.45,,EW_W,ROSELABS.BO_2024-09-27,ROSELABS.BO,2024-09-27,31,25.45,28.0,,28.43,Long,Open
2024-09-27,SADBHAV.NS,0.0,,,,EW,,,32.0,,,3.0,0.0,,,,,3563.0,_DC,53.12,1671.0,3.64,11.5,29.75,,,38.7,29.75,,EW_DC,SADBHAV.NS_2024-09-27,SADBHAV.NS,2024-09-27,35,26.72,30.54,,32.6,Long,Open
2024-09-27,SAKSOFT.NS,1.0,,ATR,,EW,,,283.0,,,1.0,0.0,,,,,3563.0,_UC,40.15,2133.0,6.86,6.04,263.0,,,319.5,230.44,,ATREW_UC,SAKSOFT.NS_2024-09-27,SAKSOFT.NS,2024-09-27,271,230.44,271.85,,293.75,Long,Open
2024-09-27,SANJIVIN.BO,0.0,,ATR,,EW,,,301.0,,,3.0,0.0,,,,,3563.0,_BW,91.47,305.0,3.04,48.19,272.5,,,360.6,272.5,,ATREW_BW,SANJIVIN.BO_2024-09-27,SANJIVIN.BO,2024-09-27,316,190.0,279.61,,360.6,Long,Open
2024-09-27,SATINDLTD.BO,1.0,,,,EW,,,126.0,,,2.0,0.0,,,,,3563.0,_UC,73.64,940.0,7.29,23.11,118.4,,,144.0,86.2,,EW_UC,SATINDLTD.BO_2024-09-27,SATINDLTD.BO,2024-09-27,133,86.2,120.98,,144.0,Long,Open
2024-09-27,SCANSTL.BO,1.0,,ATR,BB,EW,,,71.0,,,4.0,1.0,,,,,3563.0,_DC,49.19,1811.0,6.04,9.68,64.8,,,75.0,58.0,,ATREWBB_DC,SCANSTL.BO_2024-09-27,SCANSTL.BO,2024-09-27,73,58.0,67.63,,71.0,Long,Open
2024-09-27,SHAQUAK.BO,1.0,,,,EW,,,1.0,,,0.0,0.0,,,,,3563.0,,17.77,2930.0,4.17,-6.07,1.34,,,1.99,1.34,,EW,SHAQUAK.BO_2024-09-27,SHAQUAK.BO,2024-09-27,1,1.38,1.47,,1.59,Long,Open
2024-09-27,SHARIKA.BO,1.0,,,BB,EW,,,22.0,,,1.0,1.0,,,,,3563.0,_W,92.56,266.0,9.4,52.24,20.01,,,32.48,20.01,,EWBB_W,SHARIKA.BO_2024-09-27,SHARIKA.BO,2024-09-27,21,20.01,21.62,,22.65,Long,Open
2024-09-27,SHREEPAC.BO,1.0,,,,EW,,,168.0,,,4.0,0.0,,,,,3563.0,_DC,26.73,2611.0,9.01,0.33,150.0,,,221.5,150.0,,EW_DC,SHREEPAC.BO_2024-09-27,SHREEPAC.BO,2024-09-27,160,139.0,157.25,,173.0,Long,Open
2024-09-27,SJVN.NS,1.0,,ATR,,EW,LR,,134.0,,,0.0,2.0,,,,,3563.0,_DC,47.11,1885.0,6.9,8.87,125.8,,,159.65,124.76,,ATREWLR_DC,SJVN.NS_2024-09-27,SJVN.NS,2024-09-27,131,124.76,129.06,,134.89,Long,Open
2024-09-27,SPECTRA.BO,1.0,,,BB,,,,4.87,,,2.0,3.0,,,,,3563.0,_DC,42.03,2066.0,4.37,6.76,,,,5.27,4.28,,BB_DC,SPECTRA.BO_2024-09-27,SPECTRA.BO,2024-09-27,5,4.28,,4.87,5.27,Short,Close
2024-09-27,SYMBIOX.BO,1.0,,,BB,,,,4.34,,,0.0,0.0,,,,,3563.0,_BW,90.79,329.0,23.07,46.16,,,,4.34,2.6,,BB_BW,SYMBIOX.BO_2024-09-27,SYMBIOX.BO,2024-09-27,4,2.6,,4.34,4.34,Short,Close
2024-09-27,TAKE.NS,1.0,,,,EW,,,20.0,,,0.0,0.0,,,,,3563.0,_BW,24.76,2681.0,6.42,-0.75,18.49,,,21.3,17.63,,EW_BW,TAKE.NS_2024-09-27,TAKE.NS,2024-09-27,22,17.63,19.49,,21.3,Long,Open
2024-09-27,TCIEXP.NS,1.0,,,,EW,,,1115.0,,,4.0,6.0,,,,,3563.0,_DC,34.7,2327.0,5.04,3.73,1046.3,,,1270.0,1046.3,,EW_DC,TCIEXP.NS_2024-09-27,TCIEXP.NS,2024-09-27,1081,1023.0,1082.54,,1141.0,Long,Open
2024-09-27,TRIVENIENT.BO,1.0,,,,EW,,,2.0,,,0.0,0.0,,,,,3563.0,_BW,40.54,2119.0,4.97,6.15,2.17,,,2.75,2.17,,EW_BW,TRIVENIENT.BO_2024-09-27,TRIVENIENT.BO,2024-09-27,2,2.25,2.24,,2.52,Long,Open
2024-09-27,TTIENT.BO,1.0,,,,EW,,,13.0,,,0.0,0.0,,,,,3563.0,,21.03,2814.0,5.56,-3.22,12.0,,,15.79,12.0,,EW,TTIENT.BO_2024-09-27,TTIENT.BO,2024-09-27,13,12.16,12.81,,14.0,Long,Open
2024-09-27,VADILENT.BO,1.0,,ATR,,EW,,,4667.0,,,0.0,0.0,,,,,3563.0,_DC,57.22,1525.0,8.34,13.55,3950.0,,,6000.0,3950.0,,ATREW_DC,VADILENT.BO_2024-09-27,VADILENT.BO,2024-09-27,4695,4156.05,4380.41,,4666.65,Long,Open
2024-09-27,VASWANI.NS,1.0,,,,EW,,ZZ,57.0,0.0,19.0,7.0,2.0,51.06,54.68,58.3,,3563.0,_BW,89.02,392.0,10.73,41.91,47.1,11.0,11.0,60.67,47.1,,EW_BW,VASWANI.NS_2024-09-27,VASWANI.NS,2024-09-27,66,47.1,55.74,,60.67,Long,Open
2024-09-27,VENLONENT.BO,0.0,,,,EW,,,8.0,,,6.0,6.0,,,,,3563.0,_DC,77.62,798.0,1.62,26.11,7.71,,,9.74,7.71,,EW_DC,VENLONENT.BO_2024-09-27,VENLONENT.BO,2024-09-27,9,5.05,8.19,,8.71,Long,Open
2024-09-27,ZDHJERK.BO,1.0,,,BB,EW,,ZZ,20.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,3563.0,_DC,18.78,2894.0,4.83,-5.21,19.45,3.0,3.0,25.0,19.45,,EWBB_DC,ZDHJERK.BO_2024-09-27,ZDHJERK.BO,2024-09-27,21,20.85,19.83,,24.48,Long,Open
2024-09-27,ZIMLAB.BO,1.0,,,,EW,,,113.0,,,3.0,0.0,,,,,3563.0,_W,44.13,1991.0,6.32,7.65,105.0,,,128.45,105.0,,EW_W,ZIMLAB.BO_2024-09-27,ZIMLAB.BO,2024-09-27,110,92.25,108.44,,128.45,Long,Open
2024-09-27,ZSARACOM.BO,1.0,,ATR,,EW,,,23827.0,,,0.0,0.0,,,,,3563.0,_UC,98.76,45.0,17.08,174.13,21561.0,,,27775.0,4893.4,,ATREW_UC,ZSARACOM.BO_2024-09-27,ZSARACOM.BO,2024-09-27,23577,4893.4,22127.57,,27775.0,Long,Open
