Buy Date,Ticker,Buy Strat
2024-10-09,GENSOL.BO,BB_DC
2024-10-09,GENUSPOWER.NS,BB_DC
2024-10-09,GICRE.NS,BB_DC
2024-10-09,GIPCL.NS,ATREWBBLR_W
2024-10-09,GLANCE.BO,EWBB_W
2024-10-09,GLAXO.NS,ATREWBBLR_DC
2024-10-09,GLENMARK.NS,BB_W
2024-10-09,GLITTEKG.BO,EW_BW
2024-10-09,GOCLCORP.NS,EWBB_DC
2024-10-09,GODAVARI.BO,EW
2024-10-09,GODFRYPHLP.NS,BB_DC
2024-10-09,GOKAKTEX.BO,EW_BW
2024-10-09,GOKUL.NS,BB_DC
2024-10-09,GOLDIAM.NS,BB_DC
2024-10-09,GPTINFRA.NS,EW_DC
2024-10-09,GREENPLY.NS,EW_DC
2024-10-09,GREENPOWER.NS,LR_DC
2024-10-09,GRMOVER.BO,EW_DC
2024-10-09,GROBTEA.NS,EW_UC
2024-10-09,GROVY.BO,ATRBB_BW
2024-10-09,GRPLTD.NS,EWBB_W
2024-10-09,GSS.NS,EW_DC
2024-10-09,GTL.NS,LR_DC
2024-10-09,GUJCMDS.BO,ATR_BW
2024-10-09,GUJCONT.BO,ATREW_W
2024-10-09,GUJCOTEX.BO,BB_UC
2024-10-09,GUJINTRX.BO,EW_DC
2024-10-09,GUJPETR.BO,ATRBB_DC
2024-10-09,HARDCAS.BO,EW_BW
2024-10-09,HARLETH.BO,EW_BW
2024-10-09,HARYNACAP.BO,EW_UC
2024-10-09,HAVISHA.NS,EW_DT
2024-10-09,HBSL.NS,EW_BW
2024-10-09,HDFCAMC.NS,ATR_UC
2024-10-09,HESTERBIO.NS,EW_BW
2024-10-09,HIGHENE.BO,EW_DC
2024-10-09,HIMATSEIDE.NS,EW_BW
2024-10-09,HINDALUMI.BO,EW_DC
2024-10-09,HINDCON.NS,EW_DC
2024-10-09,HINDHARD.BO,EW_UC
2024-10-09,HMT.NS,EW_DC
2024-10-09,HONAUT.NS,BB_DC
2024-10-09,HOVS.NS,EW_DC
2024-10-09,HPCOTTON.BO,EW_DC
2024-10-09,HUIL.BO,EW_DC
2024-10-09,IFINSER.BO,BB_W
2024-10-09,IIFLSEC.NS,ATR_UC
2024-10-09,IL&FSTRANS.NS,EW_DC
2024-10-09,IMAGICAA.NS,BB_DC
2024-10-09,INDBNK.BO,ATREW_DC
2024-10-09,INDIANVSH.BO,LR_UC
2024-10-09,INDINFO.BO,EW_DC
2024-10-09,INDOEURO.BO,ATR_UC
2024-10-09,INDOWIND.NS,EW_DC
2024-10-09,INDSUCR.BO,BB_DC
2024-10-09,INOXWIND.NS,EW_BW
2024-10-09,INSPIRISYS.NS,EW_DC
2024-10-09,INTELLECT.NS,BB_DC
2024-10-09,INTENTECH.NS,EWBB_DC
2024-10-09,INTLCOMBQ.BO,EW_BW
2024-10-09,INTLCONV.BO,EW_UC
2024-10-09,IPCALAB.NS,ATRBB_UC
2024-10-09,IRB.NS,EW_DC
2024-10-09,IRCON.NS,BB_DC
2024-10-09,JAGRAN.NS,BB_DC
2024-10-09,JAGSNPHARM.NS,ATRBB_W
2024-10-09,JAIBALAJI.NS,BB_DC
2024-10-09,JAIPAN.BO,EW_DC
2024-10-09,JAMSHRI.BO,EW_DC
2024-10-09,JAYBHCR.BO,EW_W
2024-10-09,JAYCH.BO,EW_DC
2024-10-09,JAYKAY.BO,ATR_W
2024-10-09,JHACC.BO,ATRBB_BW
2024-10-09,JINDCAP.BO,BB_W
2024-10-09,JPPOWER.NS,ATRBB_UC
2024-10-09,JUBLINDS.NS,EW_DC
2024-10-09,JUBLPHARMA.NS,EW_DC
2024-10-09,JUMBO.BO,EW_DC
2024-10-09,JUSTDIAL.NS,LR_BW
2024-10-09,JYOTI.BO,ATR_UC
2024-10-09,JYOTISTRUC.NS,ATRBB_BW
2024-10-09,KABRAEXTRU.NS,EW_BW
2024-10-09,KALYANIFRG.NS,EW_DC
2024-10-09,KANSHST.BO,BB_UC
2024-10-09,KCDGROUP.BO,EW_W
2024-10-09,KDDL.NS,EW_DC
2024-10-09,KECL.NS,EW_BW
2024-10-09,KEI.NS,ATREWLR_W
2024-10-09,KELENRG.BO,ATREWBBLR_DC
2024-10-09,KELLTONTEC.NS,ATRBB_DC
2024-10-09,KEYCORP.BO,ATREW_W
2024-10-09,KEYFINSERV.NS,ATRBB_UC
2024-10-09,KICL.NS,EW_BW
2024-10-09,KINGSINFR.BO,EW_DC
2024-10-09,KITEX.NS,EW_UC
2024-10-09,KLBRENG-B.BO,EW_DC
2024-10-09,KOVAI.BO,EW_W
2024-10-09,KRISHANA.NS,EW_DC
2024-10-09,KRISHNACAP.BO,BB_DT
2024-10-09,KRITIKA.NS,EW_W
2024-10-09,KRYPTONQ.BO,EW_BW
2024-10-09,KZLFIN.BO,EW_BW
2024-10-09,LAHL.BO,EW_BW
2024-10-09,LASA.NS,EW_DC
2024-10-09,LAURUSLABS.NS,EW_UC
2024-10-09,LEHAR.BO,EW_W
2024-10-09,LICHSGFIN.NS,BB_DC
2024-10-09,LINKPH.BO,BB_DC
2024-10-09,LORDSCHLO.BO,EW_DC
2024-10-09,LOVABLE.NS,EW_DC
2024-10-09,LOYAL.BO,EW_BW
2024-10-09,LUDLOWJUT.BO,BB_DC
2024-10-09,LYPSAGEMS.NS,EW_DC
2024-10-09,MAANALU.NS,ATRBB_W
2024-10-09,MADHAV.NS,EW_DC
2024-10-09,MADHUSE.BO,BB_DC
2024-10-09,MAGNUM.NS,EW_BW
2024-10-09,MAHESHWARI.NS,BB_DC
2024-10-09,MANINDS.NS,EW_DC
2024-10-09,MANORAMA.BO,LR_W
2024-10-09,MANORG.BO,BB_W
2024-10-09,MARKSANS.NS,EW_BW
2024-10-09,MARSONS.BO,EW_UC
2024-10-09,MAYURUNIQ.NS,EWBB_DC
2024-10-09,MEGACOR.BO,EW_UC
2024-10-09,MEHIF.BO,ATR_DC
2024-10-09,MERCANTILE.BO,EW_DC
2024-10-09,METSL.BO,EW_BW
2024-10-09,MIRCELECTR.NS,BB_DC
2024-10-09,MKPL.NS,EW_BW
2024-10-09,MMTC.NS,EW_DC
2024-10-09,MOKSH.NS,EW_BW
2024-10-09,MOREPENLAB.NS,EW_DC
2024-10-09,MORGANITE.BO,EW_W
2024-10-09,MPILCORPL.BO,BB_W
2024-10-09,MSTCLTD.NS,EWBB_DC
2024-10-09,MTPL.BO,EW_BW
2024-10-09,MUKESHB.BO,EW_DC
2024-10-09,MUNJALAU.NS,BB_W
2024-10-09,NAGREEKEXP.NS,EW_DC
2024-10-09,NAHARPOLY.NS,EW_DC
2024-10-09,NATPLY.BO,ATR
2024-10-09,NAZARA.NS,EW_BW
2024-10-09,NCLRESE.BO,EW_BW
2024-10-09,NDTV.NS,BB_DC
2024-10-09,NELCO.NS,BB_DC
2024-10-09,NGIND.BO,EW_DC
2024-10-09,NIBL.NS,BB_DC
2024-10-09,NIHARINF.BO,EW_DC
2024-10-09,NILAINFRA.NS,EW_DC
2024-10-09,NIPPOBATRY.NS,BB_DC
2024-10-09,OASISEC.BO,EW_UC
2024-10-09,OBEROIRLTY.NS,ATREW_UC
2024-10-09,OCCL.NS,EW_DC
2024-10-09,OFSS.NS,EW_UC
2024-10-09,OIL.NS,BB_DC
2024-10-09,OKPLA.BO,BB_W
2024-10-09,ORCHPHARMA.NS,EW_BW
2024-10-09,ORGCOAT.BO,BB_UC
2024-10-09,ORTEL.NS,ATR_UC
2024-10-09,PADMAIND.BO,EW_DC
2024-10-09,PAGEIND.NS,ATR_UC
2024-10-09,PANACEABIO.NS,EW_W
2024-10-09,PANCARBON.BO,EW_BW
2024-10-09,PANSARI.NS,EW_BW
2024-10-09,PDMJEPAPER.NS,ATREWBBLR_DC
2024-10-09,PFIZER.NS,BB_DC
2024-10-09,PFOCUS.NS,BB_DC
2024-10-09,PFS.NS,EW_DC
2024-10-09,PGFOILQ.BO,EW_BW
2024-10-09,PHOENXINTL.BO,EW_DC
2024-10-09,PNC.NS,EW_BW
2024-10-09,POEL.BO,ATRBB_DC
2024-10-09,POLOHOT.BO,EWBB_W
2024-10-09,POLYLINK.BO,EW_DC
2024-10-09,PORWAL.BO,ATREWBBLR_DC
2024-10-09,POWERINDIA.NS,BB_W
2024-10-09,PPL.NS,EW_BW
2024-10-09,PRECOT.NS,EW_DC
2024-10-09,PRIMAIN.BO,EWBB_DC
2024-10-09,PRIMIND.BO,EW_DC
2024-10-09,PRITHVIEXCH.BO,EW_BW
2024-10-09,PRSMJOHNSN.NS,EW_BW
2024-10-09,PRSNTIN.BO,EW_W
2024-10-09,PURVA.NS,EW_DC
2024-10-09,RADICO.NS,ATREW_UC
2024-10-09,RAINBOWF.BO,BB_DC
2024-10-09,RAJMET.NS,EW_DC
2024-10-09,RAJRATAN.NS,EW_W
2024-10-09,RAMANEWS.NS,EW_DC
2024-10-09,RAMCOSYS.NS,BB_DC
2024-10-09,RAMGOPOLY.BO,EW_W
2024-10-09,RAMKY.NS,EW_DC
2024-10-09,RELICTEC.BO,BB_DT
2024-10-09,REPRO.NS,EW_DC
2024-10-09,RESPONSINF.BO,EW_BW
2024-10-09,RICHAIND.BO,BB_DC
2024-10-09,RIR.BO,BB_DC
2024-10-09,RITES.NS,EW_DC
2024-10-09,ROLLT.NS,EW_W
2024-10-09,ROLTA.NS,EW_DC
2024-10-09,RPOWER.NS,EW_UC
2024-10-09,SABOOSOD.BO,EW_DC
2024-10-09,SAENTER.BO,BB_W
2024-10-09,SALASAR.NS,EW_BW
2024-10-09,SALZERELEC.NS,ATR_UC
2024-10-09,SAMRATPH.BO,EW_DC
2024-10-09,SAMTEX.BO,BB_W
2024-10-09,SAMYAKINT.BO,BB_W
2024-10-09,SANDHAR.NS,ATRLR_DC
2024-10-09,SANPA.BO,EW_W
2024-10-09,SARLAPOLY.NS,LR_DC
2024-10-09,SASKEN.NS,ATRBB_DC
2024-10-09,SBGLP.BO,ATR_BW
2024-10-09,SCANPGEOM.BO,BB_UC
2024-10-09,SEAMECLTD.NS,BB_DC
2024-10-09,SECMARK.BO,ATR_DC
2024-10-09,SGL.NS,BB_DC
2024-10-09,SHAHALLOYS.NS,BB_W
2024-10-09,SHALIWIR.BO,EW_BW
2024-10-09,SHARPINV.BO,BB_DC
2024-10-09,SHEMAROO.NS,EW_BW
2024-10-09,SHERVANI.BO,BB_DC
2024-10-09,SHESHAINDS.BO,EW_DC
2024-10-09,SHGANEL.BO,LR_UC
2024-10-09,SHILCTECH.BO,BB_DC
2024-10-09,SHIVAMILLS.NS,EW_BW
2024-10-09,SHRIKRISH.BO,EWBB_W
2024-10-09,SHRISTI.BO,EW_DC
2024-10-09,SHUKRAPHAR.BO,EW_UC
2024-10-09,SHYAMTEL.BO,EWBB_DC
2024-10-09,SIEMENS.NS,ATRBB_UC
2024-10-09,SIKA.BO,EW_BW
2024-10-09,SINDHUTRAD.BO,ATRBB_DC
2024-10-09,SIYSIL.NS,BB_BW
2024-10-09,SKCIL.BO,EW_DC
2024-10-09,SKFINDIA.NS,BB_W
2024-10-09,SKMEGGPROD.NS,EW_BW
2024-10-09,SKPMIL.BO,EW_UC
2024-10-09,SKYIND.BO,EW_UC
2024-10-09,SOMICONVEY.NS,EW_DC
2024-10-09,SONAL.BO,EWBB_DC
2024-10-09,SOTL.NS,EW_DC
2024-10-09,SOVERDIA.BO,EW_W
2024-10-09,SPENTA.BO,EW_W
2024-10-09,SPMLINFRA.NS,EW_UC
2024-10-09,SPORTKING.BO,LR_W
2024-10-09,SRMCL.BO,ATREW_BW
2024-10-09,SSWRL.BO,EW_UC
2024-10-09,STAR.NS,BB_UC
2024-10-09,STARDELTA.BO,ATREW_DC
2024-10-09,SUKHJITS.BO,EW_DC
2024-10-09,SUMERUIND.BO,ATREW_DC
2024-10-09,SUNILAGR.BO,EW_UC
2024-10-09,SUPERIOR.BO,ATREW_BW
2024-10-09,SUPERTEX.BO,EW_W
2024-10-09,SURANASOL.NS,ATREW_UC
2024-10-09,SUVEN.NS,EW_BW
2024-10-09,SVAMSOF.BO,ATR_DC
2024-10-09,SWANENERGY.NS,EW_DC
2024-10-09,SYBLY.BO,EW_UC
2024-10-09,SYMBIOX.BO,ATREW_BW
2024-10-09,SYMPHONY.NS,ATRBB_UC
2024-10-09,SYSTMTXC.BO,EW_BW
2024-10-09,TAIIND.BO,BB_DC
2024-10-09,TANAA.BO,EWBB_DC
2024-10-09,TARMAT.NS,EW_DC
2024-10-09,TATIAGLOB.BO,EW
2024-10-09,TBZ.NS,EWBB_DC
2024-10-09,TCIIND.BO,EWLR_DC
2024-10-09,TEJNAKSH.BO,EW_W
2024-10-09,TELECANOR.BO,BB_DC
2024-10-09,TERAI.BO,BB_DC
2024-10-09,TGBHOTELS.NS,EW_DC
2024-10-09,TGVSL.BO,LR_DC
2024-10-09,THANGAMAYL.NS,ATR_UC
2024-10-09,THEMISMED.NS,EW_BW
2024-10-09,TINNARUBR.BO,EW_DC
2024-10-09,TORNTPOWER.NS,EW_UC
2024-10-09,TRANSCOR.BO,EW_BW
2024-10-09,TRANSFD.BO,EW_DC
2024-10-09,TRF.NS,EWBB_DC
2024-10-09,TRIVENIGQ.BO,EW_DC
2024-10-09,TTFL.BO,BB_DC
2024-10-09,TTIENT.BO,EW_DC
2024-10-09,UNIINFO.NS,ATRBB_W
2024-10-09,UNIVPHOTO.NS,EW_UC
2024-10-09,UNJHAFOR.BO,ATRBB_BW
2024-10-09,UPSURGE.BO,ATR_W
2024-10-09,VADILALIND.NS,EW_BW
2024-10-09,VAISHALI.NS,EW_DC
2024-10-09,VALIANT.BO,EW_BW
2024-10-09,VEERENRGY.BO,EW_DC
2024-10-09,VENTURA.BO,EWLR_DC
2024-10-09,VENUSREM.NS,EW_DC
2024-10-09,VIPULLTD.NS,EW_UC
2024-10-09,VISHWARAJ.NS,EW_BW
2024-10-09,VISIONCINE.BO,BB_DC
2024-10-09,WAGEND.BO,EWBB_DC
2024-10-09,WEIZMANIND.NS,ATR_BW
2024-10-09,WEWIN.NS,EW_DC
2024-10-09,XCHANGING.NS,ATREW_DC
2024-10-09,XELPMOC.NS,ATR_UC
2024-10-09,YAARI.NS,EW_DC
2024-10-09,YASHMGM.BO,EW_DC
2024-10-09,YUKEN.BO,EW_DC
2024-10-09,ZDHJERK.BO,ATR_BW
2024-10-09,ZEELEARN.NS,BB_UC
2024-10-09,ZENTEC.NS,ATRBB_DC
2024-10-09,ZODJRDMKJ.BO,EWBB_DC
2024-10-09,ZOTA.NS,BB_DC
