Ticker,Last Alert Date,Close,Stop Loss,Buy Price,Target,Short_SL,Call,Status
BEEKAY.BO,2024-09-23,704,684.0,,750.36,774.0,Short,Close
BEL.NS,2024-10-08,282,267.1,269.54,,295.0,Long,Open
BELLACASA.BO,2024-10-09,542,467.35,515.06,,647.55,Long,Open
BEMHY.BO,2024-08-13,1350,826.0,,1665.77,1667.7,Short,Close
BEML.NS,2024-09-04,3578,2671.9,,4097.69,4188.8,Short,Close
BENARAS.BO,2024-08-20,8319,4439.0,7887.16,,8099.95,Long,Open
BENGALASM.BO,2024-08-27,9136,7578.0,,11171.19,11498.9,Short,Close
BENGALT.BO,2024-10-04,183,146.1,,218.2,226.85,Short,Close
BEPL.NS,2024-09-04,146,81.6,,173.45,177.0,Short,Close
BERGEPAINT.NS,2024-09-16,576,439.0,,624.64,626.9,Short,Close
BERLDRG.BO,2024-10-08,42,26.0,42.1,,46.0,Long,Open
BERVINL.BO,2024-10-08,63,58.55,57.85,,80.0,Long,Open
BERYLSE.BO,2024-10-08,34,23.37,,34.85,35.84,Short,Close
BESTAGRO.BO,2024-09-02,538,,,686.42,695.0,Short,Close
BESTEAST.BO,2024-09-06,17,14.5,,19.06,19.33,Short,Close
BETXIND.BO,2024-10-08,377,198.0,347.77,,475.0,Long,Open
BFFL.BO,2024-09-17,61,39.52,,64.75,66.0,Short,Close
BFINVEST.NS,2024-09-26,627,554.0,,651.04,676.75,Short,Close
BFLAFL.BO,2021-05-12,22,80.05,,91.75,92.0,Short,Close
BFUTILITIE.NS,2024-10-07,1025,735.0,948.51,,1095.0,Long,Open
BGJL.BO,2024-09-30,17,15.75,19.19,,21.54,Long,Open
BGRENERGY.NS,2024-09-23,49,37.14,,51.37,51.37,Short,Close
BGWTATO.BO,2024-10-09,504,421.2,494.63,,596.3,Long,Open
BHAGCHEM.BO,2024-10-09,354,330.0,351.48,,369.1,Long,Open
BHAGERIA.NS,2024-09-16,221,140.0,,281.4,287.4,Short,Close
BHAGWOX.BO,2024-09-24,56,43.0,,62.12,62.99,Short,Close
BHAGYANGR.NS,2024-09-17,100,93.05,,109.26,111.0,Short,Close
BHANDARI.NS,2024-09-19,6,6.85,7.17,,7.79,Long,Open
BHARAT.BO,2024-09-20,47,30.35,,50.93,52.4,Short,Close
BHARATAGRI.BO,2024-07-31,85,102.0,,102.82,103.5,Short,Close
BHARATFORG.NS,2024-08-09,1510,1002.3,,1645.69,1654.95,Short,Close
BHARATGEAR.NS,2024-08-28,103,100.0,,117.28,120.25,Short,Close
BHARATRAS.NS,2024-09-13,11329,8332.75,,13650.5,14284.5,Short,Close
BHARATSE.BO,2024-10-08,190,188.65,181.2,,216.0,Long,Open
BHARATWIRE.NS,2024-10-08,274,223.65,251.85,,282.95,Long,Open
BHARTIARTL.NS,2024-09-26,1678,1219.05,,1770.79,1779.0,Short,Close
BHASKAGR.BO,2024-09-24,64,72.35,,68.63,68.64,Short,Close
BHATIA.BO,2024-10-08,32,19.6,29.6,,35.47,Long,Open
BHEL.NS,2024-09-27,264,283.0,,289.13,291.1,Short,Close
BHILSPIN.BO,2024-09-13,153,114.0,,166.02,168.0,Short,Close
BI.BO,2024-09-05,59,54.01,,68.1,73.44,Short,Close
BIBCL.BO,2024-09-27,27,27.0,27.96,,30.52,Long,Open
BIGBLOC.NS,2024-10-09,119,105.3,116.22,,119.9,Long,Open
BIHSPONG.BO,2024-09-11,19,12.5,,25.48,25.8,Short,Close
BIL.NS,2024-09-26,637,415.6,,668.94,679.85,Short,Close
BIMETAL.BO,2024-09-12,730,585.1,,810.05,838.0,Short,Close
BIOCON.NS,2024-09-16,347,269.55,,391.21,394.9,Short,Close
BIOFILCHEM.NS,2024-10-09,77,58.66,74.93,,91.87,Long,Open
BIRLACABLE.NS,2024-08-21,245,263.0,,282.24,286.65,Short,Close
BIRLACORPN.NS,2024-09-05,1243,1375.0,,1362.22,1368.95,Short,Close
BIRLAMONEY.NS,2024-10-01,139,150.35,,154.48,156.9,Short,Close
BIRLAPREC.BO,2024-10-09,70,61.0,66.32,,75.9,Long,Open
BITL.BO,2024-08-12,2,0.86,1.47,,1.57,Long,Open
BKMINDST.NS,2024-10-04,2,1.27,,1.72,1.72,Short,Close
BKV.BO,2024-09-17,13,12.66,,13.6,13.86,Short,Close
BLACKROSE.BO,2024-09-18,140,118.0,,150.32,162.0,Short,Close
BLBLIMITED.NS,2024-10-01,19,17.05,,20.69,21.17,Short,Close
BLIL.BO,2024-10-09,85,77.5,82.27,,99.75,Long,Open
BLISSGVS.NS,2024-10-09,129,119.4,127.72,,142.85,Long,Open
BLKASHYAP.NS,2024-10-09,89,85.99,,91.43,109.45,Short,Close
BLOIN.BO,2024-10-03,43,3.95,,52.04,52.04,Short,Close
BLOOM.BO,2024-09-18,16,10.67,10.81,,12.95,Long,Open
BLS.NS,2024-09-12,358,277.95,,457.68,463.9,Short,Close
BLUECHIP.NS,2024-09-30,6,4.75,5.81,,6.37,Long,Open
BLUECHIPT.BO,2024-10-08,161,156.1,161.48,,168.1,Long,Open
BLUECLOUDS.BO,2024-09-13,188,9.5,190.01,,196.95,Long,Open
BLUECOAST.BO,2024-01-12,12,4.62,4.63,,5.31,Long,Open
BLUEDART.NS,2024-09-30,8645,7537.05,8123.75,,9488.7,Long,Open
BLUESTARCO.NS,2024-10-09,2009,1539.1,1938.86,,2199.55,Long,Open
BMAL.BO,2024-09-25,11,8.61,,11.44,11.44,Short,Close
BNALTD.BO,2024-10-01,599,539.6,585.21,,621.85,Long,Open
BNL.BO,2024-09-11,91,42.95,82.38,,93.79,Long,Open
BNRSEC.BO,2024-10-08,175,132.0,164.25,,183.0,Long,Open
BNRUDY.BO,2024-10-09,80,73.0,74.8,,80.19,Long,Open
BODALCHEM.NS,2024-10-01,82,71.05,,83.78,84.73,Short,Close
BOMBWIR.BO,2024-10-07,81,62.99,60.25,,68.99,Long,Open
BOMDYEING.NS,2024-10-08,224,198.99,212.83,,237.86,Long,Open
BOMOXY-B1.BO,2024-08-30,31681,15602.0,,38190.89,38569.0,Short,Close
BOROLTD.NS,2024-08-21,418,333.5,,438.85,446.8,Short,Close
BORORENEW.NS,2024-08-28,466,477.0,,532.29,538.8,Short,Close
BOSCHLTD.NS,2024-08-22,38606,18600.0,32216.51,,32559.75,Long,Open
BPCAP.BO,2024-09-13,5,4.77,,5.9,5.9,Short,Close
BPCL.NS,2024-09-30,339,293.4,,372.04,376.0,Short,Close
BPL.NS,2024-10-04,111,106.2,106.82,,112.26,Long,Open
BRADYM.BO,2024-10-09,2066,1060.0,1919.04,,2289.35,Long,Open
BRAHMINFRA.BO,2024-08-14,73,41.25,,100.04,102.5,Short,Close
BRAWN.BO,2024-09-27,21,17.56,19.24,,24.32,Long,Open
BRIDGESE.BO,2024-08-30,5,1.8,3.66,,4.0,Long,Open
BRIGADE.NS,2024-10-01,1346,1089.8,,1428.75,1448.7,Short,Close
BRIGHTBR.BO,2024-10-03,289,133.75,,312.72,322.8,Short,Close
BRIJLEAS.BO,2024-09-20,11,7.11,,11.71,14.45,Short,Close
BRITANNIA.NS,2024-10-03,6097,5594.15,,6424.93,6469.9,Short,Close
BRNL.NS,2024-09-16,47,48.5,,50.43,51.39,Short,Close
BROOKS.NS,2024-10-01,145,82.0,,152.55,152.9,Short,Close
BRPL.BO,2024-10-03,133,73.5,,159.49,163.7,Short,Close
BSE.NS,2024-10-07,4181,2115.0,3900.79,,4260.0,Long,Open
BSHSL.NS,2024-10-08,178,163.0,164.55,,202.54,Long,Open
BSL.NS,2024-09-24,213,160.2,,226.07,235.55,Short,Close
BSLSENETFG.BO,2024-09-27,81,70.05,,85.38,86.98,Short,Close
BSOFT.NS,2024-09-13,591,564.6,,659.04,665.4,Short,Close
BTML.NS,2024-09-24,12,12.91,,12.49,12.55,Short,Close
BTTL.BO,2024-10-01,51,41.0,50.28,,73.8,Long,Open
BURNPUR.NS,2024-08-16,7,6.3,,8.26,8.26,Short,Close
BUTTERFLY.NS,2024-09-19,906,674.9,1138.18,,1250.0,Long,Open
BVCL.NS,2024-10-01,60,48.65,58.69,,64.38,Long,Open
BYKE.NS,2024-10-08,70,67.1,65.14,,74.57,Long,Open
CALCOM.BO,2024-10-09,121,104.0,121.5,,127.5,Long,Open
CALSOFT.NS,2024-10-01,20,15.8,,22.85,23.59,Short,Close
CAMEXLTD.BO,2024-09-24,55,56.79,51.84,,55.8,Long,Open
CAMLINFINE.NS,2024-09-13,101,79.95,,111.95,113.9,Short,Close
CAMS.BO,2024-10-09,4409,4049.05,4390.95,,4594.8,Long,Open
CANBK.NS,2024-09-27,104,104.04,,112.49,113.3,Short,Close
CANFINHOME.NS,2024-10-08,870,833.0,831.05,,925.45,Long,Open
CANTABIL.NS,2024-08-07,237,194.05,,286.34,290.9,Short,Close
CAPACITE.NS,2024-10-08,386,270.25,362.05,,415.0,Long,Open
CAPLIPOINT.NS,2024-10-01,1904,1225.0,1952.19,,2109.95,Long,Open
CAPPIPES.BO,2024-07-29,16,21.03,,19.28,19.28,Short,Close
CAPRICORN.BO,2024-09-06,14,8.8,,16.62,17.35,Short,Close
CAPRIHANS.BO,2024-08-28,140,140.5,,153.74,155.0,Short,Close
CAPRO.BO,2024-10-08,49,48.24,48.23,,60.62,Long,Open
CAPTRUST.NS,2024-10-09,131,118.5,127.18,,179.9,Long,Open
CARBORUNIV.NS,2024-07-29,1448,1067.1,,1760.75,1771.0,Short,Close
CAREERP.NS,2024-10-01,499,471.0,484.58,,515.0,Long,Open
CARERATING.NS,2024-08-08,1225,831.2,975.75,,1002.0,Long,Open
CARNATIN.BO,2024-09-02,8,6.5,6.26,,6.26,Long,Open
CARYSIL.NS,2024-08-28,776,871.05,,923.99,937.7,Short,Close
CASTROLIND.NS,2024-08-27,230,186.05,,279.06,284.4,Short,Close
CATVISION.BO,2024-10-08,25,22.1,24.37,,27.87,Long,Open
CCHHL.NS,2024-10-01,20,19.85,,21.83,22.2,Short,Close
CCL.NS,2024-09-20,669,551.6,,762.14,766.8,Short,Close
CCLINTER.BO,2024-10-08,34,28.55,31.03,,36.42,Long,Open
CDSL.NS,2024-10-09,1472,1344.6,1406.24,,1484.95,Long,Open
CEATLTD.NS,2024-09-27,3022,2210.15,,3228.95,3263.0,Short,Close
CEEJAY.BO,2024-10-08,261,171.05,241.41,,282.7,Long,Open
CEENIK.BO,2024-06-28,1432,9.76,721.49,,767.0,Long,Open
CEETAIN.BO,2024-10-09,42,37.1,41.4,,47.0,Long,Open
CEINSYSTECH.BO,2024-10-03,864,396.5,695.0,,755.0,Long,Open
CELEBRITY.NS,2024-10-08,17,15.61,15.51,,19.9,Long,Open
CENLUB.BO,2024-09-27,609,343.55,451.46,,491.6,Long,Open
CENTENKA.NS,2024-10-09,653,606.0,646.74,,765.0,Long,Open
CENTEXT.NS,2024-10-09,25,22.6,23.79,,24.65,Long,Open
CENTRALBK.NS,2024-09-23,58,59.34,,61.1,61.75,Short,Close
CENTRUM.NS,2024-10-07,35,34.31,,33.77,38.9,Short,Close
CENTUM.NS,2024-09-26,1798,1487.05,,1897.89,1949.0,Short,Close
CENTURYPLY.NS,2024-09-24,877,668.75,,913.04,935.0,Short,Close
CENTURYTEX.NS,2024-10-01,2714,2036.6,,2893.75,2910.0,Short,Close
CERA.NS,2024-08-09,7942,7830.0,,10667.46,10789.95,Short,Close
CEREBRAINT.NS,2024-09-06,11,7.15,,15.56,15.56,Short,Close
CESC.NS,2024-09-25,188,121.8,,205.4,207.2,Short,Close
CGCL.NS,2024-09-05,202,195.55,,215.26,219.0,Short,Close
CGPOWER.NS,2024-10-07,804,658.75,722.29,,814.4,Long,Open
CGVAK.BO,2024-10-03,303,322.0,288.99,,343.9,Long,Open
CHALET.NS,2024-10-08,891,753.65,835.49,,896.5,Long,Open
CHAMBLFERT.NS,2024-10-01,495,462.0,,545.63,550.5,Short,Close
CHANDRAP.BO,2024-09-12,26,25.0,,31.19,32.0,Short,Close
CHANDRIMA.BO,2024-09-05,42,6.61,28.15,,29.96,Long,Open
CHDCHEM.BO,2024-10-09,7,5.56,6.77,,7.0,Long,Open
CHEMBOND.NS,2024-08-23,598,466.25,,651.79,658.0,Short,Close
CHEMCON.NS,2024-09-17,262,225.5,,289.98,294.95,Short,Close
CHEMCRUX.BO,2024-09-13,204,192.5,,226.13,229.5,Short,Close
CHEMFAB.NS,2024-10-08,1081,500.45,994.5,,1074.65,Long,Open
CHEMOPH.BO,2024-10-09,72,59.58,64.83,,71.73,Long,Open
CHEMTECH.BO,2024-10-04,296,165.6,,320.55,322.4,Short,Close
CHENFERRO.BO,2024-09-24,151,110.0,,172.25,175.0,Short,Close
CHENNPETRO.NS,2024-09-20,921,794.3,868.51,,914.0,Long,Open
CHEVIOT.BO,2024-08-28,1337,1250.0,,1600.78,1651.0,Short,Close
CHLLTD.BO,2024-10-08,36,34.33,31.02,,37.5,Long,Open
CHLOGIST.BO,2024-09-17,10,5.87,,11.08,11.19,Short,Close
CHMBBRW.BO,2024-09-27,8,8.11,,8.45,8.6,Short,Close
CHOICEIN.BO,2024-10-09,472,359.9,460.76,,488.0,Long,Open
CHOKSI.BO,2024-09-17,76,59.5,,82.13,86.0,Short,Close
CHOKSILA.BO,2024-09-13,69,52.35,,89.9,94.0,Short,Close
CHOLAFIN.NS,2024-10-08,1562,1302.5,1486.41,,1652.0,Long,Open
CHOLAHLDNG.NS,2024-10-01,1949,1429.3,,2124.16,2154.95,Short,Close
CHORDIA.BO,2024-10-08,90,81.21,84.01,,93.0,Long,Open
CHOWGULSTM.BO,2024-10-08,27,24.92,24.94,,27.88,Long,Open
CHRTEDCA.BO,2024-09-02,231,215.65,,230.71,233.0,Short,Close
CIANAGRO.BO,2024-08-07,190,34.5,39.79,,44.49,Long,Open
CIEINDIA.NS,2024-09-23,543,555.0,,594.03,598.0,Short,Close
CIFL.BO,2024-09-16,153,97.55,136.85,,170.8,Long,Open
CIGNITITEC.NS,2024-05-15,1392,516.6,1302.94,,1384.0,Long,Open
CILSEC.BO,2024-09-17,60,47.33,58.77,,70.6,Long,Open
CINDHO.BO,2024-10-03,54,52.65,,57.56,60.4,Short,Close
CINELINE.NS,2024-09-17,114,112.8,,126.7,128.99,Short,Close
CINEVISTA.NS,2024-10-08,20,16.01,20.07,,23.0,Long,Open
CIPLA.NS,2024-07-02,1681,852.0,1482.63,,1582.0,Long,Open
CITADEL.BO,2024-10-07,56,35.02,52.31,,63.41,Long,Open
CITYMAN.BO,2024-10-08,22,18.52,20.4,,22.46,Long,Open
CITYONLINE.BO,2024-09-06,6,4.15,,6.61,6.62,Short,Close
CJGEL.BO,2024-10-04,23,19.0,,24.8,25.08,Short,Close
CLEDUCATE.NS,2024-09-25,110,79.9,,122.59,123.45,Short,Close
CLFL.BO,2024-08-28,20,12.62,13.41,,26.46,Long,Open
CLIOINFO.BO,2024-10-01,6,5.92,,6.43,6.5,Short,Close
CMICABLES.NS,2024-08-26,6,6.6,4.33,,4.67,Long,Open
CMMHOSP.BO,2024-09-24,37,30.05,,43.96,44.95,Short,Close
CNIRESLTD.BO,2024-10-04,14,7.03,12.51,,14.19,Long,Open
CNOVAPETRO.BO,2024-09-25,75,29.45,,87.78,88.21,Short,Close
COALINDIA.NS,2024-09-27,487,410.8,,514.61,517.85,Short,Close
COARO.BO,2024-09-16,36,22.1,,51.84,52.45,Short,Close
COASTCORP.BO,2024-08-22,244,265.7,,294.65,299.8,Short,Close
COCHINM.BO,2024-10-09,323,287.0,315.76,,326.75,Long,Open
COCHINSHIP.NS,2024-10-09,1655,1505.0,1632.5,,1935.0,Long,Open
COCHMAL.BO,2024-09-17,189,111.5,,243.14,245.85,Short,Close
COCKERILL.BO,2024-10-01,5571,,,5987.83,6262.0,Short,Close
COFFEEDAY.BO,2024-09-25,36,46.2,,39.51,39.95,Short,Close
COFORGE.NS,2024-08-14,7377,4756.55,5824.16,,6425.0,Long,Open
COLINZ.BO,2024-09-12,57,36.0,,71.59,73.3,Short,Close
COLPAL.NS,2024-06-28,3713,1434.6,2840.78,,2879.05,Long,Open
COMCL.BO,2024-09-12,34,19.67,,36.61,36.89,Short,Close
COMFINCAP.BO,2024-10-08,11,10.2,9.87,,11.96,Long,Open
COMFINTE.BO,2024-09-16,13,8.32,,15.45,15.59,Short,Close
COMPEAU.BO,2024-09-10,540,422.0,,629.36,637.9,Short,Close
COMPINFO.NS,2024-09-30,3,2.95,2.49,,2.67,Long,Open
COMPUSOFT.NS,2024-10-09,31,27.62,29.99,,41.5,Long,Open
COMSYN.BO,2024-09-09,59,66.0,,71.72,74.0,Short,Close
CONART.BO,2024-09-26,160,126.15,,177.61,179.7,Short,Close
CONCOR.NS,2024-06-12,896,574.8,,1136.41,1152.0,Short,Close
CONCORD.BO,2024-09-25,37,31.7,36.76,,38.8,Long,Open
CONFINT.BO,2024-10-01,9,7.39,,9.01,9.09,Short,Close
CONFIPET.NS,2024-09-18,82,62.55,,97.32,98.54,Short,Close
CONSOFINVT.NS,2024-08-21,204,243.0,,235.65,239.0,Short,Close
CONTCHM.BO,2024-10-01,74,64.65,,81.5,82.48,Short,Close
CONTICON.BO,2024-10-09,12,10.65,11.73,,12.99,Long,Open
CONTILI.BO,2024-08-20,296,88.0,183.2,,199.5,Long,Open
CONTPTR.BO,2024-10-09,101,92.8,96.71,,107.9,Long,Open
CONTROLPR.NS,2024-09-12,809,796.4,799.11,,869.95,Long,Open
CORALAB.BO,2024-09-11,818,355.0,,992.31,993.45,Short,Close
CORALFINAC.NS,2024-09-03,53,36.9,,76.01,77.85,Short,Close
CORDSCABLE.NS,2024-10-08,210,195.8,192.71,,237.5,Long,Open
CORNE.BO,2024-10-03,19,8.25,,19.58,19.95,Short,Close
COROENGG.BO,2024-09-17,61,49.64,55.7,,55.7,Long,Open
COROMANDEL.NS,2024-08-22,1611,1034.6,,1782.3,1789.0,Short,Close
COSCO.BO,2024-10-08,392,302.05,353.47,,375.0,Long,Open
COSMOFE.BO,2024-10-03,269,140.6,,279.33,290.0,Short,Close
COSMOFIRST.NS,2024-08-23,745,510.0,,975.39,998.5,Short,Close
COSYN.BO,2024-09-16,43,38.0,,51.63,52.5,Short,Close
COUNCODOS.NS,2024-10-08,7,5.2,6.64,,7.44,Long,Open
CPL.BO,2024-09-17,73,43.01,,83.91,85.5,Short,Close
CPSEETF.BO,2024-08-01,97,47.65,,106.03,106.38,Short,Close
CRAFTSMAN.NS,2024-09-25,6216,4080.2,,6919.0,7121.25,Short,Close
CRANEINFRA.BO,2024-09-18,25,16.69,,27.13,27.48,Short,Close
CRANESSOFT.BO,2024-10-09,4,4.02,4.21,,6.66,Long,Open
CRANEX.BO,2024-10-08,156,80.38,148.65,,168.7,Long,Open
CRAVATEX.BO,2024-09-12,461,385.0,574.0,,619.0,Long,Open
CREATIVE.NS,2024-10-08,875,665.15,801.61,,889.25,Long,Open
CREATIVEYE.NS,2024-09-04,6,3.95,,6.54,6.59,Short,Close
CREDITACC.NS,2024-09-20,1152,1249.0,,1288.5,1295.0,Short,Close
CRESSAN.BO,2024-09-16,11,9.55,,15.45,15.46,Short,Close
CREST.NS,2024-10-07,481,323.1,,497.81,621.65,Short,Close
CRISIL.NS,2024-09-17,4516,3880.0,,4747.41,4766.55,Short,Close
CROMPTON.NS,2024-10-08,437,412.9,424.7,,455.55,Long,Open
CROWN.NS,2024-10-03,232,221.85,,249.0,253.0,Short,Close
CRSTCHM.BO,2024-10-01,263,119.7,,339.15,339.15,Short,Close
CSBBANK.NS,2024-09-11,316,324.25,,330.3,332.0,Short,Close
CSL.BO,2024-10-08,12,8.81,10.1,,12.0,Long,Open
CSLFINANCE.BO,2024-09-05,409,400.0,,479.7,489.35,Short,Close
CSURGSU.BO,2024-10-03,136,102.0,129.8,,142.0,Long,Open
CTCL.BO,2024-10-08,300,270.0,262.58,,300.0,Long,Open
CTE.NS,2024-10-01,107,92.44,,110.68,110.91,Short,Close
CTL.BO,2024-10-04,50,41.51,,54.38,55.7,Short,Close
CUB.NS,2024-09-13,154,130.4,,170.61,172.22,Short,Close
CUBEXTUB.NS,2024-10-09,106,90.1,99.07,,107.06,Long,Open
CUBIFIN.BO,2024-09-19,2,1.43,,2.36,2.41,Short,Close
CUMMINSIND.NS,2024-10-08,3762,3607.9,3624.65,,3927.0,Long,Open
CUPID.NS,2024-08-09,81,12.09,,105.65,105.65,Short,Close
CYBELEIND.BO,2024-09-10,40,35.11,,47.05,48.51,Short,Close
CYBERMEDIA.NS,2024-10-08,30,24.47,25.62,,28.61,Long,Open
CYBERTECH.NS,2024-09-24,226,129.0,,246.59,249.55,Short,Close
CYIENT.NS,2024-09-16,1865,1671.05,,2143.36,2156.8,Short,Close
DABUR.NS,2024-09-20,565,489.2,,667.99,672.0,Short,Close
DAICHI.BO,2024-07-31,540,382.3,,792.28,798.0,Short,Close
DAIKAFFI.BO,2024-10-09,189,148.0,,198.69,202.0,Short,Close
DALBHARAT.NS,2024-10-01,1841,1705.45,,1958.84,1982.95,Short,Close
DALMIASUG.NS,2024-10-08,553,376.8,531.0,,585.0,Long,Open
DAMODARIND.NS,2024-08-23,44,51.35,,50.53,50.85,Short,Close
DANGEE.NS,2024-09-23,8,7.0,,8.9,9.5,Short,Close
DANLAW.BO,2024-10-09,1939,1745.0,1939.15,,1939.15,Long,Open
DANUBE.BO,2024-10-07,6,4.01,5.6,,6.1,Long,Open
DARJEELING.BO,2024-09-10,15,4.75,7.68,,7.68,Long,Open
DARSHANORNA.BO,2024-10-01,5,4.01,,4.93,5.0,Short,Close
DATAMATICS.NS,2024-10-09,620,558.0,588.32,,628.0,Long,Open
DAULAT.BO,2024-09-30,64,39.8,,71.93,73.68,Short,Close
DAVANGERE.BO,2024-09-18,7,8.26,,7.63,7.72,Short,Close
DBCORP.NS,2024-10-07,356,306.25,339.03,,371.8,Long,Open
DBL.NS,2024-09-23,503,475.0,539.34,,579.35,Long,Open
DBREALTY.NS,2024-09-23,175,181.0,,200.06,201.9,Short,Close
DBSTOCKBRO.NS,2024-10-09,54,43.61,48.79,,55.66,Long,Open
DCAL.NS,2024-10-09,179,161.21,175.13,,212.15,Long,Open
DCBBANK.NS,2024-08-23,117,123.7,,123.97,124.45,Short,Close
DCI.NS,2024-10-01,392,341.2,345.86,,411.75,Long,Open
DCM.NS,2024-10-08,93,86.0,88.56,,97.85,Long,Open
DCMFINSERV.NS,2024-10-07,8,7.95,,7.99,7.99,Short,Close
DCMNVL.NS,2024-08-28,208,167.2,,237.29,240.78,Short,Close
DCMSHRIRAM.NS,2024-08-23,1012,945.55,,1171.74,1198.7,Short,Close
DCW.NS,2024-10-08,98,50.0,93.74,,111.18,Long,Open
DDIL.BO,2021-05-12,10,12.0,,13.75,13.75,Short,Close
DECCANCE.NS,2024-08-21,607,485.0,,670.55,679.4,Short,Close
DECNGOLD.BO,2024-09-17,135,91.0,,158.38,162.25,Short,Close
DECOMIC.BO,2024-09-26,80,81.2,81.05,,90.91,Long,Open
DECPO.BO,2024-08-12,10,16.89,8.4,,8.4,Long,Open
DEEPAKFERT.NS,2024-10-03,1080,503.3,,1139.39,1163.85,Short,Close
DEEPAKNTR.NS,2024-10-01,2782,2021.0,,2956.51,2975.0,Short,Close
DEEPAKSP.BO,2024-08-26,206,232.05,,222.35,223.8,Short,Close
DEEPENR.NS,2024-09-23,312,161.56,282.43,,335.0,Long,Open
DELTA.BO,2024-09-16,18,42.61,,23.84,24.42,Short,Close
DELTACORP.NS,2024-08-28,124,117.0,,136.84,137.9,Short,Close
DELTAMAGNT.NS,2024-09-11,97,93.25,,115.84,118.79,Short,Close
DEN.NS,2024-09-17,52,43.3,,56.99,57.45,Short,Close
DENISCHEM.BO,2024-07-31,156,92.45,,199.5,204.0,Short,Close
DENORA.NS,2024-08-22,1488,1293.2,,1692.5,1737.0,Short,Close
DEVINE.BO,2024-07-12,10,5.7,,13.79,13.79,Short,Close
DEVIT.NS,2024-10-04,153,121.56,,163.96,169.7,Short,Close
DGCONTENT.NS,2024-09-30,39,29.75,,45.66,46.49,Short,Close
DHABRIYA.BO,2024-08-19,411,336.5,,478.0,500.95,Short,Close
DHAMPURE.BO,2024-10-07,93,77.99,89.4,,96.6,Long,Open
DHAMPURSUG.NS,2024-10-01,217,195.0,,232.18,234.0,Short,Close
DHANBANK.NS,2024-08-02,36,26.25,,44.94,46.2,Short,Close
DHANCOT.BO,2024-10-09,102,90.3,95.31,,111.45,Long,Open
DHANFAB.BO,2024-09-11,68,50.65,,68.0,72.0,Short,Close
DHANI.NS,2024-10-08,64,48.41,48.94,,54.1,Long,Open
DHANROTO.BO,2024-09-24,210,185.0,,261.55,270.0,Short,Close
DHANUKA.NS,2024-10-01,1513,1581.4,,1573.29,1580.0,Short,Close
DHARFIN.BO,2024-10-07,9,6.52,,10.06,10.18,Short,Close
DHENUBUILD.BO,2024-05-13,7,1.39,2.15,,2.21,Long,Open
DHINDIA.BO,2024-08-28,145,58.0,,179.88,196.0,Short,Close
DHOOTIN.BO,2024-09-23,304,236.65,,327.75,335.85,Short,Close
DHPIND.BO,2024-06-20,605,831.6,,731.86,743.0,Short,Close
DHRUV.BO,2024-09-18,117,95.0,,139.9,139.9,Short,Close
DHRUVCA.BO,2024-10-08,411,359.0,402.84,,452.55,Long,Open
DHUNINV.NS,2024-09-16,2153,1020.6,,2624.59,2668.5,Short,Close
DIAMINESQ.BO,2024-10-09,543,505.0,537.11,,580.25,Long,Open
DIAMONDYD.NS,2024-09-18,1129,746.7,817.33,,844.7,Long,Open
DIANATEA.BO,2024-10-08,47,23.5,43.35,,53.8,Long,Open
DICIND.NS,2024-09-18,726,417.0,,738.78,742.0,Short,Close
DIGISPICE.NS,2024-09-24,32,24.75,,35.25,36.9,Short,Close
DILIGENT.BO,2024-09-23,5,5.13,,6.09,6.3,Short,Close
DISAQ.BO,2024-08-01,18000,12651.55,,20344.99,20900.0,Short,Close
DISHTV.NS,2024-10-01,14,13.77,,14.95,15.19,Short,Close
DIVISLAB.NS,2024-08-21,5990,3540.3,4792.05,,4963.35,Long,Open
DIVSHKT.BO,2024-08-23,72,74.0,,78.99,79.64,Short,Close
DIXON.NS,2024-10-08,14805,10620.0,13747.85,,14594.45,Long,Open
DJML.BO,2024-10-03,117,98.85,,126.41,128.5,Short,Close
DLF.NS,2024-09-26,852,778.2,,923.03,928.8,Short,Close
DLINKINDIA.NS,2024-09-17,558,255.1,,698.08,728.8,Short,Close
DLTNCBL.BO,2024-09-30,716,490.0,610.99,,723.0,Long,Open
DMART.NS,2024-09-24,4645,4250.4,,5421.42,5484.85,Short,Close
DML.BO,2024-09-06,17,20.0,,20.99,20.99,Short,Close
DNAMEDIA.NS,2024-09-23,5,4.0,,6.49,6.49,Short,Close
DODLA.BO,2024-09-10,1176,876.15,1238.65,,1309.6,Long,Open
DOLLAR.NS,2024-10-08,520,467.15,494.14,,554.25,Long,Open
DOLPHMED.BO,2024-09-06,2,1.9,,2.22,2.23,Short,Close
DONEAR.NS,2024-10-09,113,104.96,109.89,,124.99,Long,Open
DPABHUSHAN.NS,2024-10-09,1764,1530.05,1662.04,,1788.0,Long,Open
DPSCLTD.NS,2024-10-08,19,17.67,18.42,,21.74,Long,Open
DPWIRES.NS,2024-10-09,415,383.0,398.79,,422.0,Long,Open
DRA.BO,2024-09-20,48,33.6,51.51,,62.55,Long,Open
DRAGARWQ.BO,2024-10-08,5052,2800.0,4734.0,,5150.0,Long,Open
DRCSYSTEMS.NS,2024-10-03,25,23.79,,26.01,26.6,Short,Close
DREDGECORP.NS,2024-09-13,1153,718.9,851.28,,955.0,Long,Open
DRL.BO,2020-12-15,18,5.11,10.0,,10.0,Long,Open
DRREDDY.NS,2024-08-21,6665,5370.0,,7071.92,7107.45,Short,Close
